OBJECTID,INCNUM,YMD_TM,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,DISPOSITION,STREET_N,STREET,STREET_T,STREET_G,CITY,UOF_FORCE_TYPE,UOF_REASON,SERVICE_TYPE,CIT_ARRESTED,CITCHARGE_TYPE,CIT_WEAPON_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_SEX,CIT_AGE,CIT_COND_TYPE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,OFF_COND_TYPE,STATE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,"""INDOT"""
4627,8503,2015-05-18T07:03:00Z,2015-05-18,07:03:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,IN COMPLIANCE,4545,MERIDIAN,STREET,N,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,ROBBERY,UNREPORTED,NO,NO,NO,NO,4009,BLACK,MALE,25,UNREPORTED,1411,WHITE,MALE,42,13,UNREPORTED,IN,Mon,7,2,2015,INDOT
4633,8587,2015-05-23T03:04:00Z,2015-05-23,03:04:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,IN COMPLIANCE,4545,NEW YORK,STREET,E,INDIANAPOLIS,CANINE BITE,NON-COMPLIANT,ARREST,YES,BURGLARY,UNREPORTED,YES,YES,NO,NO,4075,WHITE,MALE,28,CANINE BITE,2162,WHITE,MALE,43,18,NO INJURIES NOTED OR VISIBLE,IN,Sat,3,2,2015,INDOT
4638,8612,2015-05-26T06:20:00Z,2015-05-26,06:20:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,NORFOLK,STREET,S,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,INVESTIGATION,YES,BATTERY M,UNREPORTED,YES,NO,NO,NO,4108,BLACK,FEMALE,23,MINOR SCRAPES,1978,WHITE,MALE,42,8,UNREPORTED,IN,Tue,6,2,2015,INDOT
4653,8600,2015-05-23T02:38:00Z,2015-05-23,02:38:00:000,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,IN COMPLIANCE,4545,JACKSON,PLACE,W,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ARREST,YES,PUBLIC INTOXICATION,UNREPORTED,NO,NO,NO,NO,4111,BLACK,MALE,21,NO INJURIES NOTED OR VISIBLE,1452,BLACK,MALE,37,14,NO INJURIES NOTED OR VISIBLE,IN,Sat,2,2,2015,INDOT
4663,8680,2015-05-31T04:40:00Z,2015-05-31,04:40:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,RED HORIZION,BLVD, ,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,RESIDENTIAL ENTRY,UNREPORTED,NO,NO,NO,NO,4144,BLACK,MALE,34,NO INJURIES NOTED OR VISIBLE,2200,WHITE,MALE,39,12,NO INJURIES NOTED OR VISIBLE,IN,Sun,4,2,2015,INDOT
4667,8770,2015-06-07T01:00:00Z,2015-06-07,01:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,EMERSON,AVENUE,S,INDIANAPOLIS,Taser,RESISTING ARREST,CALL FOR SERVICE,YES,BATTERY M,UNREPORTED,YES,YES,NO,NO,4209,WHITE,MALE,37,LACERATION,1467,WHITE,MALE,41,14,UNREPORTED,IN,Sun,1,2,2015,INDOT
4676,8737,2015-06-04T09:35:00Z,2015-06-04,09:35:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,IN COMPLIANCE,4545,ROBSON,STREET,E,INDIANAPOLIS,Taser,ASSAULTING CITIZEN(S),ARREST,NO,BATTERY F,UNREPORTED,YES,NO,NO,NO,4227,HISPANIC,MALE,48,COMPLAINT OF PAIN,1802,BLACK,MALE,43,9,UNREPORTED,IN,Thu,9,2,2015,INDOT
4682,8995,2015-06-22T23:30:00Z,2015-06-22,23:30:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,10TH RECRUIT CLASS,IN COMPLIANCE,4545,NEW YORK,STREET,E,INDIANAPOLIS,HANDCUFFING,FLEEING,INVESTIGATION,YES,BATTERY M,UNREPORTED,NO,NO,NO,NO,4344,WHITE,MALE,26,COMPLAINT OF PAIN,3271,BLACK,MALE,26,0,NO INJURIES NOTED OR VISIBLE,IN,Mon,23,2,2015,INDOT
4679,8864,2015-06-15T01:20:00Z,2015-06-15,01:20:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,CHESTER,AVENUE,N,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),CALL FOR SERVICE,YES,BATTERY M,UNREPORTED,NO,NO,NO,NO,4277,WHITE,FEMALE,38,NO INJURIES NOTED OR VISIBLE,1463,BLACK,MALE,36,14,NO INJURIES NOTED OR VISIBLE,IN,Mon,1,2,2015,INDOT
4688,9048,2015-06-25T05:30:00Z,2015-06-25,05:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE TACTICAL,IN COMPLIANCE,4545,SHERMAN,DRIVE,N,INDIANAPOLIS,CANINE BITE,RESISTING ARREST,ARREST,YES,RESIDENTIAL ENTRY,UNREPORTED,YES,YES,NO,NO,4394,WHITE,MALE,20,CANINE BITE,1964,WHITE,MALE,40,11,UNREPORTED,IN,Thu,5,2,2015,INDOT
4695,9064,2015-06-26T20:22:00Z,2015-06-26,20:22:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,OLNEY,STREET,N,INDIANAPOLIS,BATON,NON-COMPLIANT,ARREST,YES,DEALING SCHEDULE/CONTROLLED SUBSTANCE,UNREPORTED,NO,NO,NO,NO,4408,BI-RACIAL,MALE,21,NO INJURIES NOTED OR VISIBLE,2850,WHITE,MALE,28,6,UNREPORTED,IN,Fri,20,2,2015,INDOT
4704,8392,2015-05-08T19:11:00Z,2015-05-08,19:11:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,9TH RECRUIT CLASS,IN COMPLIANCE,4545,BAZIL,AVENUE,N,INDIANAPOLIS,UNREPORTED,FLEEING,ARREST,YES,ROBBERY,UNREPORTED,YES,NO,YES,NO,3944,BLACK,MALE,16,LACERATION,3240,WHITE,MALE,29,0,UNREPORTED,IN,Fri,19,2,2015,INDOT
4714,32908,2018-12-29T10:30:00Z,2018-12-29,10:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,IN COMPLIANCE,4545,79TH,STREET,W,INDIANAPOLIS,Taser,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,3944,BLACK,MALE,19,MINOR SCRAPES,3112,WHITE,MALE,42,10,NO INJURIES NOTED OR VISIBLE,IN,Sat,10,4,2018,INDOT
4715,8499,2015-05-05T18:00:00Z,2015-05-05,18:00:00:000,OPERATIONS DIVISION,NORTH DISTRICT,UNREPORTED,UNREPORTED,IN COMPLIANCE,4545,BRADLEY,AVENUE,S,INDIANAPOLIS,PHYSICAL,FLEEING,SWAT INCIDENT,YES,DEALING SCHEDULE/CONTROLLED SUBSTANCE,UNREPORTED,YES,NO,NO,NO,4008,BLACK,MALE,36,MINOR BLEEDING,1557,WHITE,MALE,35,12,NO INJURIES NOTED OR VISIBLE,IN,Tue,18,2,2015,INDOT
4736,8525,2015-05-19T09:10:00Z,2015-05-19,09:10:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,IN COMPLIANCE,4545,BROOKFIELD,COURT, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,CRIMINAL TRESPASS,UNREPORTED,YES,NO,YES,NO,4026,BLACK,FEMALE,24,COMPLAINT OF PAIN,1957,WHITE,MALE,43,11,LACERATION,IN,Tue,9,2,2015,INDOT
4745,8567,2014-11-21T00:15:00Z,2014-11-21,00:15:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MINNESOTA,STREET,E,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,TRAFFIC STOP,NO,UNREPORTED,UNREPORTED,NO,NO,NO,NO,4060,BLACK,MALE,32,UNREPORTED,1047,WHITE,MALE,39,13,UNREPORTED,IN,Fri,0,4,2014,INDOT
4746,8578,2015-05-23T04:00:00Z,2015-05-23,04:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,NEW YORK,STREET,E,INDIANAPOLIS,Taser,NON-COMPLIANT,INVESTIGATION,YES,BURGLARY,UNREPORTED,NO,YES,NO,NO,4075,WHITE,MALE,28,NO INJURIES NOTED OR VISIBLE,2556,HISPANIC,MALE,29,7,UNREPORTED,IN,Sat,4,2,2015,INDOT
4753,8716,2015-06-02T21:33:00Z,2015-06-02,21:33:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,GRAHAM,AVENUE,N,INDIANAPOLIS,Taser,NON-COMPLIANT,INVESTIGATION,NO,UNREPORTED,UNREPORTED,NO,YES,NO,NO,4175,WHITE,MALE,16,NO INJURIES NOTED OR VISIBLE,1457,WHITE,MALE,37,14,UNREPORTED,IN,Tue,21,2,2015,INDOT
4754,8821,2015-06-09T23:16:00Z,2015-06-09,23:16:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,10TH RECRUIT CLASS,IN COMPLIANCE,4545,WESTBURY W,DRIVE, ,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,CALL FOR SERVICE,YES,IMMEDIATE DETENTION,UNREPORTED,NO,YES,NO,NO,4243,HISPANIC,FEMALE,20,NO INJURIES NOTED OR VISIBLE,3286,WHITE,MALE,29,0,NO INJURIES NOTED OR VISIBLE,IN,Tue,23,2,2015,INDOT
4764,8566,2015-05-21T02:39:00Z,2015-05-21,02:39:00:000,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WASHINGTON,STREET,W,INDIANAPOLIS,PHYSICAL,ASSAULTING CITIZEN(S),INVESTIGATION,NO,UNREPORTED,UNREPORTED,YES,NO,NO,NO,4058,BLACK,MALE,66,COMPLAINT OF PAIN,1648,BLACK,MALE,53,26,UNREPORTED,IN,Thu,2,2,2015,INDOT
4769,27098,2018-04-01T02:18:00Z,2018-04-01,02:18:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,TULIP,DRIVE,E,HOMECROFT,PHYSICAL,RESISTING ARREST,ARREST,YES,OWI M,UNREPORTED,NO,NO,NO,NO,4076,BLACK,MALE,24,NO INJURIES NOTED OR VISIBLE,2236,WHITE,MALE,44,12,UNREPORTED,IN,Sun,2,2,2018,INDOT
4778,9230,2015-07-09T11:21:00Z,2015-07-09,11:21:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT,IN COMPLIANCE,4545,LAFAYETTE,ROAD, ,INDIANAPOLIS,Taser,RESISTING ARREST,ARREST,YES,RESIDENTIAL ENTRY,UNREPORTED,NO,YES,NO,NO,4512,BLACK,FEMALE,34,PRONGS FROM TASER CARTRIDGE,571,BLACK,FEMALE,55,28,UNREPORTED,IN,Thu,11,3,2015,INDOT
4779,9262,2015-07-11T15:33:00Z,2015-07-11,15:33:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,BREHOB,ROAD, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,DISORDERLY CONDUCT,UNREPORTED,NO,NO,NO,NO,4542,WHITE,FEMALE,32,NO INJURIES NOTED OR VISIBLE,1791,WHITE,MALE,39,9,NO INJURIES NOTED OR VISIBLE,IN,Sat,15,3,2015,INDOT
4785,9381,2015-07-14T22:00:00Z,2015-07-14,22:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,21ST,STREET,E,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,4628,WHITE,FEMALE,34,UNREPORTED,1797,BLACK,MALE,39,7,UNREPORTED,IN,Tue,22,3,2015,INDOT
4786,9382,2015-07-21T18:52:00Z,2015-07-21,18:52:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,FAIRFIELD,AVENUE,E,INDIANAPOLIS,Taser,RESISTING ARREST,SELF-INITIATED ACTIVITY,YES,POSSESSION OF CONTROLLED SUBSTANCE,UNREPORTED,YES,NO,NO,NO,4629,WHITE,MALE,20,MINOR BLEEDING,2977,WHITE,MALE,31,5,UNREPORTED,IN,Tue,18,3,2015,INDOT
4792,9412,2015-07-24T02:30:00Z,2015-07-24,02:30:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,10TH RECRUIT CLASS,IN COMPLIANCE,4545,CHARRING,DRIVE, ,INDIANAPOLIS,Taser,FLEEING,ARREST,YES,BATTERY BY BODILY WASTE,UNREPORTED,NO,NO,NO,NO,4659,BLACK,MALE,28,NO INJURIES NOTED OR VISIBLE,3268,WHITE,MALE,31,0,NO INJURIES NOTED OR VISIBLE,IN,Fri,2,3,2015,INDOT
4794,9413,2015-07-24T21:29:00Z,2015-07-24,21:29:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,EWING,STREET,N,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,4660,BI-RACIAL,MALE,49,MINOR SCRAPES,2556,HISPANIC,MALE,29,7,UNREPORTED,IN,Fri,21,3,2015,INDOT
4799,8282,2015-05-02T14:20:00Z,2015-05-02,14:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,COLLEGE,AVENUE,N,INDIANAPOLIS,Taser,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,YES,NO,NO,3847,BLACK,MALE,24,PUNCTURE FROM TAZER PRONG,2902,WHITE,MALE,33,5,NO INJURIES NOTED OR VISIBLE,IN,Sat,14,2,2015,INDOT
4802,8295,2015-05-04T00:45:00Z,2015-05-04,00:45:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,TEXARKANA,DRIVE,S,INDIANAPOLIS,Taser,NON-COMPLIANT,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,3861,WHITE,MALE,45,MINOR SCRAPES,1493,WHITE,MALE,36,12,UNREPORTED,IN,Mon,0,2,2015,INDOT
4814,8329,2015-04-30T23:25:00Z,2015-04-30,23:25:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE TACTICAL,IN COMPLIANCE,4545,SUNGLOW,CIRCLE, ,INDIANAPOLIS,CANINE BITE,RESISTING ARREST,REQUEST FOR PSD,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,YES,NO,NO,3886,WHITE,FEMALE,27,CANINE BITE,2623,WHITE,MALE,48,14,NO INJURIES NOTED OR VISIBLE,IN,Thu,23,2,2015,INDOT
4824,9303,2015-07-15T17:35:00Z,2015-07-15,17:35:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,UNREPORTED,IN COMPLIANCE,4545,MILLS,AVENUE,W,INDIANAPOLIS,Taser,NON-COMPLIANT,CALL FOR SERVICE,YES,UNREPORTED,UNREPORTED,NO,NO,NO,NO,4577,BLACK,MALE,50,TASER PROBE HITS,605,WHITE,MALE,48,24,NO INJURIES NOTED OR VISIBLE,IN,Wed,17,3,2015,INDOT
4825,9338,2015-07-17T03:05:00Z,2015-07-17,03:05:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,IN COMPLIANCE,4545,WASHINGTON,STREET,E,INDIANAPOLIS,CANINE BITE,FLEEING,ARREST,YES,UNREPORTED,UNREPORTED,YES,YES,NO,NO,4592,BLACK,MALE,15,CANINE BITE,2153,WHITE,MALE,56,18,NO INJURIES NOTED OR VISIBLE,IN,Fri,3,3,2015,INDOT
4826,9161,2015-07-04T02:50:00Z,2015-07-04,02:50:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MERIDIAN,STREET,S,INDIANAPOLIS,Taser,COMBATIVE SUSPECT,ARREST,YES,BATTERY BY BODILY WASTE,UNREPORTED,NO,NO,NO,NO,4475,HISPANIC,MALE,26,NO INJURIES NOTED OR VISIBLE,3092,WHITE,MALE,31,7,NO INJURIES NOTED OR VISIBLE,IN,Sat,2,3,2015,INDOT
4830,9167,2015-07-04T23:00:00Z,2015-07-04,23:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WINNINGS,AVENUE, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,4476,WHITE,MALE,37,MINOR BLEEDING,2487,WHITE,MALE,37,8,UNREPORTED,IN,Sat,23,3,2015,INDOT
4834,9248,2015-07-11T03:36:00Z,2015-07-11,03:36:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,16TH,STREET,W,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,BATTERY F,UNREPORTED,NO,YES,YES,YES,4527,BLACK,MALE,36,NO INJURIES NOTED OR VISIBLE,2523,WHITE,MALE,41,7,ABRASION TO FOREHEAD,IN,Sat,3,3,2015,INDOT
4838,9343,2015-07-17T03:08:00Z,2015-07-17,03:08:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,10TH RECRUIT CLASS,IN COMPLIANCE,4545,SHERMAN,DRIVE,S,INDIANAPOLIS,Taser,RESISTING ARREST,TRAFFIC STOP,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,4595,BLACK,MALE,32,UNREPORTED,3297,WHITE,MALE,26,0,UNREPORTED,IN,Fri,3,3,2015,INDOT
4839,9431,2015-07-24T23:59:00Z,2015-07-24,23:59:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - DAY,IN COMPLIANCE,4545,KEYSTONE,AVENUE,N,INDIANAPOLIS,CANINE BITE,FLEEING,REQUEST FOR PSD,YES,THEFT/RECEIVING STOLEN PROPERTY,UNREPORTED,YES,YES,NO,NO,4677,BLACK,MALE,26,CANINE BITE,2418,WHITE,MALE,59,27,NO INJURIES NOTED OR VISIBLE,IN,Fri,23,3,2015,INDOT
4841,9433,2015-07-17T03:58:00Z,2015-07-17,03:58:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,CHELSEA,ROAD, ,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ASSISTING A CITIZEN,YES,BATTERY F,UNREPORTED,YES,NO,YES,NO,4679,WHITE,MALE,47,MINOR SCRAPES,2210,WHITE,MALE,35,9,INTERNAL PAIN/DISCOMFORT,IN,Fri,3,3,2015,INDOT
4936,9250,2015-07-11T00:30:00Z,2015-07-11,00:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE TACTICAL,IN COMPLIANCE,4545,DAVIDSON,STREET,N,INDIANAPOLIS,CANINE BITE,NON-COMPLIANT,ARREST,YES,OWI F,UNREPORTED,YES,YES,NO,NO,4528,WHITE,MALE,999999,CANINE BITE,1609,WHITE,MALE,40,16,UNREPORTED,IN,Sat,0,3,2015,INDOT
5039,8771,2015-06-06T20:14:00Z,2015-06-06,20:14:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MADISON,AVENUE,S,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,INVESTIGATION,YES,RESISTING LAW ENFORCEMENT F,UNREPORTED,YES,YES,NO,NO,4210,WHITE,FEMALE,28,MINOR SCRAPES,1728,BLACK,MALE,37,6,NO INJURIES NOTED OR VISIBLE,IN,Sat,20,2,2015,INDOT
5055,8992,2015-06-23T01:10:00Z,2015-06-23,01:10:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WITTFIELD,STREET,N,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,CALL FOR SERVICE,YES,CRIMINAL CONFINEMENT,UNREPORTED,YES,NO,YES,NO,4342,WHITE,MALE,35,TASER PROBES,2897,WHITE,MALE,37,5,BRUISING,IN,Tue,1,2,2015,INDOT
5122,9182,2015-06-26T23:31:00Z,2015-06-26,23:31:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WAYBRIDGE,COURT, ,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT F,UNREPORTED,NO,NO,NO,NO,4411,WHITE,FEMALE,23,NO INJURIES NOTED OR VISIBLE,2843,WHITE,MALE,35,8,NO INJURIES NOTED OR VISIBLE,IN,Fri,23,2,2015,INDOT
5124,12430,2016-02-03T01:35:00Z,2016-02-03,01:35:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,NORTHGATE,DRIVE, ,INDIANAPOLIS,Taser,NON-COMPLIANT,CALL FOR SERVICE,YES,BURGLARY,UNREPORTED,NO,NO,NO,NO,4443,BLACK,MALE,20,NO INJURIES NOTED OR VISIBLE,3219,WHITE,MALE,27,1,UNREPORTED,IN,Wed,1,1,2016,INDOT
5155,5951,2014-12-08T00:30:00Z,2014-12-08,00:30:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MAGDALENE,LANE, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,2214,WHITE,MALE,31,NO INJURIES NOTED OR VISIBLE,2113,WHITE,MALE,47,10,NO INJURIES NOTED OR VISIBLE,IN,Mon,0,4,2014,INDOT
5163,6032,2014-12-13T20:00:00Z,2014-12-13,20:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,LEGRANDE,AVENUE,E,INDIANAPOLIS,HANDCUFFING,RESISTING ARREST,TRAFFIC STOP,YES,DRIVING WHILE SUSPENDED,UNREPORTED,YES,NO,NO,NO,2262,WHITE,MALE,25,MINOR BLEEDING,2650,WHITE,MALE,59,38,NO INJURIES NOTED OR VISIBLE,IN,Sat,20,4,2014,INDOT
5165,6035,2014-12-13T13:10:00Z,2014-12-13,13:10:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,9TH RECRUIT CLASS,IN COMPLIANCE,4545,WASHINGTON,STREET,W,INDIANAPOLIS,BODY WEIGHT LEVERAGE,RESISTING ARREST,ARREST,YES,INTIMIDATION,UNREPORTED,NO,NO,YES,NO,2263,BLACK,MALE,36,UNREPORTED,2314,WHITE,MALE,43,13,UNREPORTED,IN,Sat,13,4,2014,INDOT
5176,6813,2015-02-06T20:30:00Z,2015-02-06,20:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,BROADWAY,STREET,N,INDIANAPOLIS,LESS LETHAL-CS/OC,COMBATIVE SUSPECT,CALL FOR SERVICE,YES,BATTERY M,UNREPORTED,NO,NO,NO,NO,2792,BLACK,MALE,27,NO INJURIES NOTED OR VISIBLE,2984,WHITE,MALE,31,4,NO INJURIES NOTED OR VISIBLE,IN,Fri,20,1,2015,INDOT
5178,6827,2015-02-08T16:10:00Z,2015-02-08,16:10:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,UNREPORTED,4545,BERTRAND,ROAD, ,INDIANAPOLIS,Taser,NON-COMPLIANT,CALL FOR SERVICE,NO,IMMEDIATE DETENTION,UNREPORTED,NO,YES,NO,NO,2810,WHITE,MALE,17,UNREPORTED,3034,WHITE,MALE,29,4,UNREPORTED,IN,Sun,16,1,2015,INDOT
5179,10706,2015-10-23T17:40:00Z,2015-10-23,17:40:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,IN COMPLIANCE,4545,RINGOLD,AVENUE, ,INDIANAPOLIS,Taser,NON-COMPLIANT,SWAT INCIDENT,YES,UNREPORTED,UNREPORTED,YES,YES,NO,NO,2828,WHITE,MALE,36,UNREPORTED,2966,WHITE,MALE,29,6,UNREPORTED,IN,Fri,17,4,2015,INDOT
5190,28110,2018-05-14T22:23:00Z,2018-05-14,22:23:00:000,RESERVES,PATROL G300,UNREPORTED,UNREPORTED,IN COMPLIANCE,4545,DELAWARE,STREET,N,INDIANAPOLIS,HANDCUFFING,COMBATIVE SUSPECT,CALL FOR SERVICE,YES,ESCAPE,UNREPORTED,NO,YES,NO,NO,2876,BLACK,MALE,36,MINOR SCRAPES,2988,BLACK,MALE,37,8,NO INJURIES NOTED OR VISIBLE,IN,Mon,22,2,2018,INDOT
5206,8047,2015-04-18T00:24:00Z,2015-04-18,00:24:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,LAWNDALE,AVENUE,N,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,3677,WHITE,MALE,31,MINOR BLEEDING,2210,WHITE,MALE,35,9,NO INJURIES NOTED OR VISIBLE,IN,Sat,0,2,2015,INDOT
