OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,X_COORD,Y_COORD
127119,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-09T00:00:00.000Z,18:00,I190003712A,2269 ROSSWOOD BLVD,NE62,245642.84,1658279.87
127120,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-09T00:00:00.000Z,99:99,I190008053A,2705 N PARKER AVE,NE12,202410.07,1660170.46
127121,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-10T00:00:00.000Z,01:00,I190003733A,3956 CAMPBELL AVE,ND31,215798.77,1668733.19
127122,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-10T00:00:00.000Z,18:28,I190003742B,6422 WINSLOW DR,SE43,218614.57,1603112.24
127123,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-10T00:00:00.000Z,22:30,I190003894A,833 N TACOMA AVE,NE22,200793.7,1650446.81
127124,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-10T00:00:00.000Z,23:58,I190003826A,6235 E 46TH ST,ND31,217952.33,1672673.11
127125,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-11T00:00:00.000Z,01:00,I190004110A,7105 THICKETT DR,NW42,154097.64,1667494.23
127126,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-11T00:00:00.000Z,05:00,I190003960A,1113 N DEARBORN ST,NE21,203300.91,1651957.05
127127,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-11T00:00:00.000Z,18:00,I190005009A,3521 E MORRIS ST,SE12,204618.84,1640460.74
127128,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-11T00:00:00.000Z,19:30,I190004209A,1201 INDIANA AVE,NW11,184139.84,1652346.06
127129,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-12T00:00:00.000Z,00:07,I190004222A,1313 N OLNEY ST,NE21,204422.65,1652699.8
127130,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-12T00:00:00.000Z,18:30,I190004528A,402 N TIBBS AVE,SW11,173548.93,1648204.58
127131,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-12T00:00:00.000Z,22:00,I190004542A,7338 CREEKBROOK DR,SE33,196753.85,1607235.53
127132,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-13T00:00:00.000Z,03:41,I190004494A,1325 E BRADBURY AVE,SE22,196032.63,1634090.55
127136,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,20:00,I190005196A,5327 W MORRIS ST,SW21,163612.78,1640245.11
127133,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,00:01,I190005681A,3840 MARRISON PL,ND23,206021.76,1671167.74
127134,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,04:30,I190005066A,10238 BARIBEAU LN,NE62,238623.14,1658622.81
127135,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,18:00,I190005080A,2843 MANLOVE AVE,NE12,198704,1661248.83
127137,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,22:04,I190005093A,1520 SHEPARD ST,SW12,180002.73,1638307.19
127138,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-14T00:00:00.000Z,99:99,I190006160A,10327 STARVIEW DR,NE53,238866.36,1659798.53
127139,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-15T00:00:00.000Z,03:52,I190005143A,3472 N ILLINOIS ST,ND11,189707.82,1665067.17
127140,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-15T00:00:00.000Z,04:03,I190005142A,8235 ZONA DR,SE34,201020.73,1602462.27
127141,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-15T00:00:00.000Z,18:01,I190005403A,7140 HEATHER RIDGE CT,NW42,153752.67,1663355.86
127142,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-15T00:00:00.000Z,18:17,I190005411A,4101 WHITAKER DR,NW32,161183.46,1669104.96
127143,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-15T00:00:00.000Z,22:26,I190006707A,435 N CENTENNIAL ST,SW11,174495.58,1648540.98
127144,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-16T00:00:00.000Z,02:19,I190005518A,3057 RUCKLE ST,ND12,192780.2,1662329.86
127145,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-16T00:00:00.000Z,18:00,I190005855A,5534 BLUE HILL CIR,SW21,162008.48,1648898.06
127146,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-16T00:00:00.000Z,23:30,I190006035A,851 N GRAY ST,NE23,203037.23,1650474.14
127147,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-16T00:00:00.000Z,99:99,I190005896A,2411 W 66TH ST,ND51,177286.3,1686187.97
127148,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-16T00:00:00.000Z,99:99,I190006040A,629 UDELL ST,NW12,186307.11,1660842.22
127149,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-17T00:00:00.000Z,99:99,I190006113A,4720 E 18TH ST,NE31,209257.3,1654930.12
127150,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-17T00:00:00.000Z,99:99,I190006220A,255 S DOWNEY AVE,NE42,213068.78,1645834.81
127151,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,00:00,I190006588A,5425 N TACOMA AVE,ND42,200876.12,1677126.53
127152,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,00:03,I190006299A,6140 DICKSON RD,ND32,217318.68,1674960.63
127153,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,00:35,I190006976A,9906 WILLOWTREE LN,NE53,236619.9,1660965.42
127154,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,18:23,I190006660A,2847 S FLEMING ST,SW22,167717.3,1630268.81
127155,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,20:00,I190006787A,425 N CHESTER AVE,NE41,206763.54,1648722.47
127156,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,21:38,I190006683A,3422 S NEW JERSEY ST,SE23,191649.41,1627822.47
127157,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,22:00,I190006803A,8235 ZONA DR,SE34,201020.73,1602462.27
127158,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-18T00:00:00.000Z,22:00,I190006920A,809 COTTAGE AVE,SE21,193435.6,1639047.57
127159,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-19T00:00:00.000Z,00:04,I190006710A,2101 S EAST ST,SE21,192427.38,1636095.35
127160,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-19T00:00:00.000Z,01:00,I190006805A,1015 W 31ST ST,NW13,184162.75,1662182.68
127161,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-19T00:00:00.000Z,19:20,I190006982A,554 W 29TH ST,NW13,186680.11,1661359.03
127162,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-19T00:00:00.000Z,99:99,I190008248A,3608 WELLINGTON AVE,NE51,225900.12,1666177.11
127163,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-20T00:00:00.000Z,18:22,I190009571A,8233 GILMORE RD,NE51,228141.25,1658233.85
127164,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-20T00:00:00.000Z,23:48,I190007255A,3014 BAVARIAN E DR,NE53,238278.32,1662717.5
127165,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-21T00:00:00.000Z,00:00,I190007501A,814 N COLORADO AVE,NE41,207572.88,1650058.41
127166,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-22T00:00:00.000Z,00:00,I190008628A,321 E 36TH ST,ND13,191992.79,1665741.98
127167,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-23T00:00:00.000Z,00:00,I190010510A,617 W 30TH ST,NW13,186387.11,1661834.64
127168,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-23T00:00:00.000Z,00:01,I190012922A,5902 E NEW YORK ST,NE42,216003.66,1648007.29
127169,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-23T00:00:00.000Z,18:00,I190008379A,11732 TILLAGE RD,NE63,246576.12,1643052.25
127170,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-23T00:00:00.000Z,21:11,I190008296A,904 RIVER AVE,SW12,184083.61,1642151.98
127171,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-24T00:00:00.000Z,01:29,I190008345A,1133 ST PAUL ST,SE12,199786.78,1640468.06
127172,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-24T00:00:00.000Z,18:00,I190008795A,3102 BALTIMORE AVE,ND21,198896.73,1662766.8
127173,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-24T00:00:00.000Z,18:05,I190008611A,904 RIVER AVE,SW12,184083.61,1642151.98
127174,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-24T00:00:00.000Z,23:37,I190008699A,5105 W MINNESOTA ST,SW22,164995.12,1637504.95
127175,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-24T00:00:00.000Z,99:99,I190013368A,1930 N OXFORD ST,NE21,202264.37,1655640.41
127176,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-26T00:00:00.000Z,02:00,I190012864A,1526 NELSON AVE,SE22,196748.52,1632234.21
127177,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-26T00:00:00.000Z,02:24,I190009091A,1124 N PERSHING AVE,SW11,178235.61,1652137.65
127178,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-26T00:00:00.000Z,20:00,I190009379A,2454 S MCCLURE ST,SW22,170577.51,1632807.2
127179,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-26T00:00:00.000Z,21:07,I190009329A,557 W 29TH ST,NW12,186638.61,1661171.27
127180,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-26T00:00:00.000Z,22:00,I190009535A,1305 HARTFORD ST,SE11,194250.42,1639891.21
127181,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,00:45,I190009375A,458 S EXETER AVE,SW21,172532.1,1643807.15
127182,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,02:22,I190009393A,629 COFFEY ST,SW12,182326.58,1642968.43
127183,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,21:15,I190009622A,6205 FLYNN RD,SW41,147161.5,1612092.21
127184,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,21:46,I190009611A,2012 HOYT AVE,SE12,198671.43,1642568.05
127185,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,23:57,I190009638A,804 EASTERN AVE,NE22,201331.7,1650100.37
127186,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-27T00:00:00.000Z,99:99,I190011378A,3215 JOEY WAY,SW22,164782.03,1628162.37
127187,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-29T00:00:00.000Z,00:27,I190010012A,2852 E NEW YORK ST,NE23,201929.91,1647937.87
127188,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-29T00:00:00.000Z,18:03,I190010288A,5200 W HANNA AVE,SW23,164464.2,1624034.11
127189,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-29T00:00:00.000Z,20:40,I190010335A,2608 ROENA ST,SW22,168273.04,1631869.22
127190,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-30T00:00:00.000Z,18:00,I190010685A,4254 E 34TH ST,ND23,207641.38,1664892.15
127191,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-31T00:00:00.000Z,00:01,I190010697A,325 SANDERS ST,SE21,191573.43,1640171.87
127192,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-31T00:00:00.000Z,18:00,I190011014A,1246 S TALBOTT ST,SE21,190346.63,1640240.62
127193,190,BURG-FORCIBLE ENT-RES NIGHT,2019-01-31T00:00:00.000Z,21:00,I190010985A,450 E HANNA AVE,SE23,191880.01,1624782
127194,191,BURG-FORCIBLE ENT-RES DAY,2018-11-01T00:00:00.000Z,14:42,I190007749A,2961 N GALE ST,NE12,204840.13,1661869.63
127195,191,BURG-FORCIBLE ENT-RES DAY,2018-11-21T00:00:00.000Z,07:00,I180151848A,100 LANSING ST,SW11,182915.78,1646947.42
130196,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,12:21,I190013688A,455 E EPLER AVE,SE31,192212.51,1616639.03
130197,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,12:45,I190013702A,W 79TH ST  &  FENNWAY AVE,ND52,181150.8,1693772.37
130198,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,13:10,I190013711A,1750 MORGAN ST,SW12,180637.51,1638234.5
130199,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,13:39,I190013721A,3149 MIDVALE DR,NW22,167410.8,1662977.6
130200,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,15:10,I190013763A,7435 N KEYSTONE AVE,ND61,200706.11,1690857.62
130201,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,15:18,I190013759A,4011 E 12TH ST,NE31,206504.42,1652055.87
130202,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-08T00:00:00.000Z,18:57,I190013839A,8920 COMPTON ST,ND53,195332.26,1700954.08
130203,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,00:08,I190013901A,4450 N VINEWOOD AVE,NW33,159612.11,1671485.31
130204,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,02:01,I190013924A,1001 N RURAL ST,NE21,201741.16,1651437.08
130205,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,02:01,I190013924B,1001 N RURAL ST,NE21,201741.16,1651437.08
130206,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,14:32,I190014121A,109 S CAPITOL AVE,DT12,188978.93,1645615.03
130207,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,15:43,I190014076A,5021 INDIANOLA AVE,ND42,196643.26,1674575.35
130208,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,17:36,I190014116A,209 N TRAUB AVE,SW11,179521.37,1646961.6
130209,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,22:48,I190014187A,372 S MERIDIAN ST,DT12,189742.67,1644240.88
130210,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-09T00:00:00.000Z,23:13,I190014198A,897 COLLIER ST,SW21,169761.59,1641539.43
130211,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,02:20,I190014258B,4624 W 38TH ST,NW22,167484.06,1667554.81
130212,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,03:26,I190014256A,W MORRIS ST  &  S HOLT RD,SW22,171011.39,1640090.25
130213,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,03:34,I190014246A,3416 OLIVER AVE,SW21,173384.42,1642917.79
130214,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,04:08,I190014254A,2404 S HOLT RD,SW22,170906.46,1633346.59
130215,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,12:45,I190014338A,4646 ATLANTA AVE,SW41,158091.29,1620479.84
130216,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,14:24,I190014386A,5536 SCARLET TER,NW32,161736.59,1664602.91
130217,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,16:00,I190015366A,3611 IRELAND CT,NE51,233772.4,1666230.47
130218,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,20:30,I190014480B,3723 N KENWOOD AVE,ND11,189502.67,1666845.95
130219,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-10T00:00:00.000Z,22:03,I190014493A,2525 SHELBY ST,SE21,195155.52,1633277.35
130220,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-11T00:00:00.000Z,01:56,I190014528A,4509 E WASHINGTON ST,SE13,208499.01,1646956.09
130221,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-11T00:00:00.000Z,21:42,I190014867A,3982 CHERRY GLEN DR,SE24,201507.11,1624978.6
130222,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-11T00:00:00.000Z,22:09,I190014859A,5438 E 10TH ST,NE32,213231.86,1651515.43
130223,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-11T00:00:00.000Z,22:21,I190014872A,4122 S KEYSTONE AVE,SE24,200245.18,1624099.79
130224,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-11T00:00:00.000Z,22:37,I190014880A,5448 E 30TH ST,NE33,213422.53,1662298.86
130225,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,10:04,I190014971A,427 ARMENTROUT LN,SW21,160883.95,1643420.74
130226,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,10:04,I190014971B,427 ARMENTROUT LN,SW21,160883.95,1643420.74
130227,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,10:28,I190015001A,313 E 34TH ST,ND12,191934.76,1664563.12
130228,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,11:40,I190015019A,1040 E TROY AVE,SE21,194776.21,1630136.11
130229,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,13:45,I190015435A,5220 TAMARISK CT,SE43,211852.65,1601792.14
130230,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,15:27,I190015107A,4350 MADISON AVE,SE23,194464.58,1622451.75
130231,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,18:39,I190015184A,417 N GOODLET AVE,SW11,174841.24,1648394.08
130232,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-12T00:00:00.000Z,20:29,I190015228A,4130 ROBERTSON CT,NW51,171737.39,1669261.94
130233,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,06:15,I190015302A,2053 SHELBY ST,SE21,195134.17,1635993.41
130234,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,09:16,I190015346A,4001 N EDMONDSON AVE,ND31,220341.94,1668843.66
130235,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,09:16,I190015346B,4001 N EDMONDSON AVE,ND31,220341.94,1668843.66
130236,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,15:46,I190015540A,213 COSSELL DR,SW21,165317.2,1647013.22
130237,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,15:46,I190015540B,213 COSSELL DR,SW21,165317.2,1647013.22
130238,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,19:31,I190015590A,S MERIDIAN ST  &  E WASHINGTON ST,DT22,189941.66,1646227.96
130239,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,19:45,I190015604A,2930 WATERFRONT PKWY DR W,NW41,155038.99,1661131.42
130240,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,19:45,I190015604B,2930 WATERFRONT PKWY DR W,NW41,155038.99,1661131.42
130241,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-13T00:00:00.000Z,20:47,I190015611B,N KEYSTONE AVE/E 54TH ST,ND42,200223.79,1676886.32
130242,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-14T00:00:00.000Z,04:52,I190015695A,110 W WASHINGTON ST,DT11,189290.73,1646409.36
130243,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-15T00:00:00.000Z,12:00,I190016280A,8512 HAGUE RD,ND63,225166.6,1698435.62
130244,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-15T00:00:00.000Z,14:33,I190016295B,1600 N SPENCER AVE,NE32,211636.99,1654072.1
130245,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-15T00:00:00.000Z,15:27,I190016309A,1647 E TROY AVE,SE24,197340.87,1630094.05
130246,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-15T00:00:00.000Z,21:55,I190016446A,1701 LONG ACRE DR,SE31,197725.15,1621470.97
130247,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,11:51,I190016609A,5021 W NAOMI ST,SW22,165567.48,1636841.36
130248,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,12:26,I190016618A,2817 S MCCLURE ST,SW22,170755.15,1630537.66
130249,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,14:01,I190016639A,3656 MIDDLEFIELD DR,NW22,173327.21,1666066.25
130250,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,17:28,I190016703A,4350 MADISON AVE,SE23,194464.58,1622451.75
130251,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,18:39,I190016735A,7140 PORTLAND SQ,ND51,177740.12,1688534.38
130252,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-16T00:00:00.000Z,20:06,I190016774A,510 S SHERMAN DR,SE12,205575.97,1643370.62
130253,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-17T00:00:00.000Z,10:20,I190016932A,2950 S WALCOTT ST,SE22,198410.87,1630264.94
130254,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-17T00:00:00.000Z,11:30,I190018105A,3114 THOMPKINS SQ,ND22,203302.75,1667752.06
130255,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-17T00:00:00.000Z,11:45,I190016935A,40 S ALABAMA ST,DT22,191418.21,1645854.99
130256,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-17T00:00:00.000Z,13:20,I190016971A,913 N DENNY ST,NE41,206344.55,1650689.99
130257,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-17T00:00:00.000Z,15:28,I190017001A,6233 LONG CHANNEL LN,NW53,166773.27,1683244.73
130258,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-18T00:00:00.000Z,14:00,I190017315A,3508 N HAWTHORNE LN,ND31,212276.67,1665562.64
130259,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-18T00:00:00.000Z,21:21,I190017428B,1916 WALLACE AVE,NE31,209296.35,1655527.01
130260,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-18T00:00:00.000Z,23:02,I190017449A,8157 E 96TH ST,ND63,227903.98,1704179.04
130261,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-19T00:00:00.000Z,02:54,I190017476A,3767 ROCKVILLE RD,SW21,170657.33,1644670.17
130262,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-19T00:00:00.000Z,08:00,I190017813A,4015 E SOUTHPORT RD,SE34,206600.23,1609074.54
130263,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-19T00:00:00.000Z,16:42,I190017735A,230 N WALCOTT ST,NE22,197903.28,1647201.17
130264,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-20T00:00:00.000Z,17:23,I190018142A,9707 ELLIS CT,NE52,235229.53,1669745.67
130265,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-20T00:00:00.000Z,20:23,I190018212A,W MINNESOTA ST  &  S TAFT AVE,SW22,168196.78,1637336.14
130266,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-21T00:00:00.000Z,01:33,I190018258A,4200 BLUFF RD,SW13,186042.21,1623069.53
130270,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,16:09,I190018869A,9010 E SOUTHPORT RD,SE42,232175.64,1609604.28
130267,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-21T00:00:00.000Z,12:00,I190018746A,1056 E OHIO ST,NE22,195075.82,1647128.12
130268,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-21T00:00:00.000Z,19:42,I190018539A,5136 W 33RD ST,NW31,164900.93,1663960.83
130269,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,15:47,I190018858A,6232 RALEIGH DR,NE32,218118.97,1659194.18
130271,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,16:42,I190018871A,PLEASANT HILL CIR  &  BLUE HILL CIR,SW21,162315.86,1648579.41
130272,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,16:42,I190018871B,PLEASANT HILL CIR  &  BLUE HILL CIR,SW21,162315.86,1648579.41
130273,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,19:30,I190018952A,5782 PIKE PKWY,NW52,160521.89,1679249.29
130274,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-22T00:00:00.000Z,19:37,I190018925A,1520 E GIMBER ST,SE22,196714.99,1631897.1
130275,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,11:35,I190019127B,4159 LAKE PARK BLVD,SE24,202773.41,1623874.43
130276,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,13:00,I190019186A,40 S ALABAMA ST,DT22,191418.21,1645854.99
130277,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,15:14,I190019177A,40 S ALABAMA ST,DT22,191418.21,1645854.99
130278,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,15:24,I190019195A,1019 N CENTENNIAL ST,SW11,174540.57,1651342.82
130279,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,17:21,I190019223A,9132 E 17TH ST,NE62,232694.25,1654857.67
130280,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,21:00,I190019290A,3400 N HIGH SCHOOL RD,NW32,158522.88,1664346.22
130281,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-23T00:00:00.000Z,21:57,I190019291B,3755 ALLERTON PL,NE33,222850.33,1667217.9
130282,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,01:00,I190019323A,100 S ILLINOIS ST,DT12,189376.32,1645715.27
130283,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,01:00,I190019366A,3701 SHELBY ST,SE30,195096.66,1626116.67
130284,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,01:45,I190019329A,S ILLINOIS ST  &  W SOUTH ST,DT12,189359.45,1644196.91
130285,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,02:00,I190019406A,3100 DR ANDREW J BROWN AVE,ND21,196304.32,1662671.55
130286,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,02:32,I190019342A,105 E TROY AVE,SE23,190519.94,1629724.62
130287,172,AGGRAVATED ASSAULT-OTHER WE,2019-02-24T00:00:00.000Z,06:14,I190019369A,329 JEFFERSON AVE,NE22,199503.31,1647900.03
