OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
27,20,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-01-12,01:19:00:000,Operations Division,Northwest District,NW Late Shift,,Use of Force,Unreasonable Force (Handcuff Marks),Exonerated,Incident Location,5600,Cooper,Road,,,26,Hispanic,Male,34,1880,White,Male,33,9,14-005
28,23,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-01-11,19:21:00:000,Operations Division,Downtown  District,Dt Late Tact Foot and Bicycle,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3400,Interstate 65,,S,Indianapolis,33,Black,Female,35,262,Other,Male,40,16,14-003
29,23,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-01-11,19:21:00:000,Operations Division,Downtown  District,Dt Late Tact Foot and Bicycle,,Vehicle Operation,Aggressive or unsafe driving,Exonerated,Incident Location,3400,Interstate 65,,S,Indianapolis,33,Black,Female,35,262,Other,Male,40,16,14-003
30,25,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-27,10:43:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,6768,East,Street,S,Indianapolis,35,Unknown,Female,,2610,White,Male,41,14,CC 14-610
31,25,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-27,10:43:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Neglect of Duty,Misuse of Discretion,Exonerated,Incident Location,6768,East,Street,S,Indianapolis,35,Unknown,Female,,2610,White,Male,41,14,CC 14-610
32,28,Citizen Complaint,Not Applicable,CPCO (Informal),2014-01-23,15:35:00:000,Operations Division,North District,Nd Middle Shift,,Vehicle Operation,Speeding,Not Sustained,Incident Location,600,Smith Valley,Road,W,Greenwood,38,,Male,,243,White,Male,52,24,14-609
33,30,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-24,14:59:00:000,Operations Division,Northwest District,NW Middle Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,5700,Georgetown,Road,,Indianapolis,40,,Female,22,1498,White,Male,35,11,CC 14-612
34,30,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-24,14:59:00:000,Operations Division,Northwest District,NW Middle Shift,,Substandard Performance,Failure to properly investigate crash,Not Sustained,Incident Location,5700,Georgetown,Road,,Indianapolis,40,,Female,22,1498,White,Male,35,11,CC 14-612
35,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Illegal warrantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,397,White,Male,47,13,14-007
36,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
37,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
38,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2648,White,Male,42,17,14-007
39,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2517,White,Male,31,6,14-007
40,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,2611,White,Female,38,9,14-007
41,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Unfounded,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,755,White,Female,36,14,14-007
42,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1654,Black,Male,41,14,14-007
43,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,301,White,Male,50,28,14-007
44,32,Citizen Complaint,,CPCO (Formal),2014-01-02,19:41:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,ADMINISTRATIVE DISCRETION,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,5563,Scarlet,Drive,,Indianapolis,41,Black,Male,27,1638,White,Male,62,38,14-007
45,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
46,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
47,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2990,White,Male,28,3,14-008
48,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
49,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
50,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1814,White,Male,40,7,14-008
51,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1404,Other,Male,36,12,14-008
52,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Improper use of weapon,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1404,Other,Male,36,12,14-008
53,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1404,Other,Male,36,12,14-008
54,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Use of Force,Unreasonable Force (Less Lethal Weapon),Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,1404,Other,Male,36,12,14-008
55,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2972,White,Male,32,4,14-008
56,33,Citizen Complaint,Arrest,CPCO (Formal),2014-01-19,17:31:00:000,Operations Division,East District,Ed Middle Shift,,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1700,Cornelius,Street,N,Indianapolis,46,Black,Male,22,2972,White,Male,32,4,14-008
57,34,Citizen Complaint,Call For Service,CPCO (Formal),2014-01-10,13:03:00:000,Operations Division,Southwest District,SW Day Shift,SW Day Shift 2Nd RC,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,1546,Stacy Lynn,Drive,,Indianapolis,52,White,Female,65,2182,White,Male,47,11,14-009
58,34,Citizen Complaint,Call For Service,CPCO (Formal),2014-01-10,13:03:00:000,Operations Division,Southwest District,SW Day Shift,SW Day Shift 2Nd RC,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1546,Stacy Lynn,Drive,,Indianapolis,52,White,Female,65,2182,White,Male,47,11,14-009
59,41,Citizen Complaint,Call For Service,CPCO (Formal),2014-01-16,21:45:00:000,Operations Division,Southeast District,SE Late Tactical Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,60,Hanna,Avenue,E,Indianapolis,62,White,Female,49,1403,White,Male,46,12,14-006
60,42,Citizen Complaint,Not Applicable,CPCO (Informal),2014-02-11,08:00:00:000,Operations Division,Northwest District,NW Day Tactical Shift,,Vehicle Operation,Speeding,Exonerated,Incident Location,1900,County Line,Road,E,Indianapolis,66,,Female,,1669,White,Male,34,9,CC 14-614
61,43,Citizen Complaint,Call For Service,CPCO (Formal),2014-01-07,11:51:00:000,Operations Division,Northwest District,NW Day Shift,NW Day Shift 2Nd RC,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3355,High School,Road,N,Indianapolis,67,Black,Male,55,2715,Black,Male,29,7,14-010
62,43,Citizen Complaint,Call For Service,CPCO (Formal),2014-01-07,11:51:00:000,Operations Division,Northwest District,NW Day Shift,NW Day Shift 2Nd RC,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,3355,High School,Road,N,Indianapolis,67,Black,Male,55,2715,Black,Male,29,7,14-010
63,44,Citizen Complaint,Not Applicable,CPCO (Informal),2014-02-11,18:00:00:000,Operations Division,Southeast District,SE Day Tactical Shift,,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,4800,Emerson,Avenue,S,Indianapolis,69,,Female,,2260,White,Male,45,13,CC 14-616
64,45,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-07,18:00:00:000,Operations Division,Southwest District,SW Middle Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,1120,Shadowview Way East,,,Indianapolis,70,,Female,,2983,White,Male,32,3,CC 14-607
65,47,Citizen Complaint,Call For Service,CPCO (Formal),2013-12-28,15:39:00:000,Operations Division,Southwest District,SW Middle Shift,,Bias-Based Profiling,Race,Exonerated,Incident Location,330,Nottinghill,Court,,Indianapolis,74,Black,Male,45,3115,Hispanic,Male,29,5,14-002
66,47,Citizen Complaint,Call For Service,CPCO (Formal),2013-12-28,15:39:00:000,Operations Division,Southwest District,SW Middle Shift,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,330,Nottinghill,Court,,Indianapolis,74,Black,Male,45,3115,Hispanic,Male,29,5,14-002
67,46,Citizen Complaint,,CPCO (Formal),2013-12-21,14:00:00:000,Operations Division,North District,Nd Middle Shift,,Bias-Based Profiling,Race,Exonerated,Incident Location,5127,Indiananola,Avenue,,Indianapolis,71,Bi-racial,Male,18,2970,Other,Male,28,4,14-011
68,46,Citizen Complaint,,CPCO (Formal),2013-12-21,14:00:00:000,Operations Division,North District,Nd Middle Shift,,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,5127,Indiananola,Avenue,,Indianapolis,71,Bi-racial,Male,18,2970,Other,Male,28,4,14-011
69,46,Citizen Complaint,,CPCO (Formal),2013-12-21,14:00:00:000,Operations Division,North District,Nd Middle Shift,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,5127,Indiananola,Avenue,,Indianapolis,71,Bi-racial,Male,18,2970,Other,Male,28,4,14-011
70,48,Citizen Complaint,Call For Service,CPCO (Formal),2013-12-27,14:53:00:000,Operations Division,Southwest District,SW Middle Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3511,Steer,Street,,Indianapolis,75,Hispanic,Male,51,3001,White,Male,27,3,14-004
71,48,Citizen Complaint,Call For Service,CPCO (Formal),2013-12-27,14:53:00:000,Operations Division,Southwest District,SW Middle Shift,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Not Sustained,Incident Location,3511,Steer,Street,,Indianapolis,75,Hispanic,Male,51,3001,White,Male,27,3,14-004
72,49,Citizen Complaint,,CPCO (Formal),2014-01-31,12:46:00:000,Operations Division,East District,Ed Late Tactical Shift,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,3000,Post,Road,N,Indianapolis,77,Black,Male,25,1788,White,Male,33,7,14-013
73,49,Citizen Complaint,,CPCO (Formal),2014-01-31,12:46:00:000,Operations Division,East District,Ed Late Tactical Shift,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,3000,Post,Road,N,Indianapolis,77,Black,Male,25,1811,White,Male,35,7,14-013
74,49,Citizen Complaint,,CPCO (Formal),2014-01-31,12:46:00:000,Operations Division,East District,Ed Late Tactical Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Sustained,Incident Location,3000,Post,Road,N,Indianapolis,77,Black,Male,25,1811,White,Male,35,7,14-013
75,49,Citizen Complaint,,CPCO (Formal),2014-01-31,12:46:00:000,Operations Division,East District,Ed Late Tactical Shift,,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,3000,Post,Road,N,Indianapolis,77,Black,Male,25,1811,White,Male,35,7,14-013
76,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-014
77,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-014
78,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,Unreasonable Force (Weapon),Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-014
79,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,461,White,Male,49,22,14-014
80,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,601,White,Male,50,26,14-014
81,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-014
82,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-014
83,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,Unreasonable Force (Weapon),Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-014
84,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,461,White,Male,49,22,14-014
85,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,601,White,Male,50,26,14-014
86,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-015
87,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-015
88,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,Unreasonable Force (Weapon),Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,888,White,Female,59,19,14-015
89,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,461,White,Male,49,22,14-015
90,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,79,Black,Male,18,601,White,Male,50,26,14-015
91,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-015
92,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-015
93,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Use of Force,Unreasonable Force (Weapon),Exonerated,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,888,White,Female,59,19,14-015
94,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,461,White,Male,49,22,14-015
95,50,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-06,10:25:00:000,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2932,Minocqua,Place,,Indianapolis,80,Black,Female,34,601,White,Male,50,26,14-015
96,52,Citizen Complaint,Call For Service,CPCO (Informal),2013-12-21,13:00:00:000,Operations Division,Southeast District,SE Late Tactical Shift,,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,8000,Madison,Avenue,,Indianapolis,83,Unknown,Female,,667,White,Male,45,19,14-623
97,52,Citizen Complaint,Call For Service,CPCO (Informal),2013-12-21,13:00:00:000,Operations Division,Southeast District,SE Late Tactical Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,8000,Madison,Avenue,,Indianapolis,83,Unknown,Female,,667,White,Male,45,19,14-623
98,52,Citizen Complaint,Call For Service,CPCO (Informal),2013-12-21,13:00:00:000,Operations Division,Southeast District,SE Late Tactical Shift,,Substandard Performance,Failure to properly investigate crash,Exonerated,Incident Location,8000,Madison,Avenue,,Indianapolis,83,Unknown,Female,,667,White,Male,45,19,14-623
99,54,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-15,00:10:00:000,Operations Division,Northwest District,NW Late Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,7230,Woodland,Drive,,Indianapolis,85,Black,Male,18,2845,White,Male,29,5,14-016
100,54,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-15,00:10:00:000,Operations Division,Northwest District,NW Late Shift,,Detention/Arrest,No PC/suspicion for arrest/detention,Not Sustained,Incident Location,7230,Woodland,Drive,,Indianapolis,85,Black,Male,18,2845,White,Male,29,5,14-016
101,55,Citizen Complaint,Not Applicable,CPCO (Informal),2014-01-11,16:45:00:000,Criminal Investigation Division,Domestic & Sex Violence,Domestic Violence Section,Domestic Violence Unit,Vehicle Operation,Improper parking,Sustained,Incident Location,11650,Olio ,Road,,Fishers,86,Unknown,Male,,2559,White,Male,41,6,14-621
102,57,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-18,18:20:00:000,Operations Division,Southeast District,SE Day Tactical Shift,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,5717,Wiebeck,Court,,Indianapolis,89,Black,Male,25,2046,White,Male,34,10,14-017
103,57,Citizen Complaint,Call For Service,CPCO (Formal),2014-02-18,18:20:00:000,Operations Division,Southeast District,SE Day Tactical Shift,,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,5717,Wiebeck,Court,,Indianapolis,89,Black,Male,25,2046,White,Male,34,10,14-017
104,56,Citizen Complaint,Call For Service,CPCO (Informal),2014-02-18,14:00:00:000,Operations Division,East District,Ed Middle Shift,,Substandard Performance,Failure to properly investigate crash,Exonerated,Incident Location,2500,Delaware,Street,N,Indianapolis,87,Unknown,Male,,1404,Other,Male,36,12,14-620
105,59,Citizen Complaint,Call For Service,CPCO (Informal),2014-01-24,13:00:00:000,Operations Division,Northwest District,NW Day Shift,NW Day Shift 2Nd RC,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,1176,Udell,Street,,Indianapolis,91,Black,Male,,42,White,Male,46,13,14-624
106,60,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-02-15,08:25:00:000,Reserves,Platoon 4,Squad 2,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,500,Holt,Road,N,Indianapolis,92,,Female,,2434,,Male,40,12,14-625
107,61,Citizen Complaint,Call For Service,CPCO (Informal),2014-02-26,09:15:00:000,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,Accident Investigations Unit,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,3303,Harding ,Street,S,Indianapolis,93,Unknown,Male,,14,White,Male,43,13,14-626
108,61,Citizen Complaint,Call For Service,CPCO (Informal),2014-02-26,09:15:00:000,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,Accident Investigations Unit,Conduct Unbecoming,,Exonerated,Incident Location,3303,Harding ,Street,S,Indianapolis,93,Unknown,Male,,14,White,Male,43,13,14-626
109,61,Citizen Complaint,Call For Service,CPCO (Informal),2014-02-26,09:15:00:000,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,Accident Investigations Unit,Substandard Performance,Failure to properly investigate crash,Exonerated,Incident Location,3303,Harding ,Street,S,Indianapolis,93,Unknown,Male,,14,White,Male,43,13,14-626
110,61,Citizen Complaint,Call For Service,CPCO (Informal),2014-02-26,09:15:00:000,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,Accident Investigations Unit,Investigative Procedures,,Exonerated,Incident Location,3303,Harding ,Street,S,Indianapolis,93,Unknown,Male,,14,White,Male,43,13,14-626
111,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Violation of Any Rule,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2510,White,Male,29,6,14-627
112,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Substandard Performance,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2510,White,Male,29,6,14-627
113,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Search/Seizure,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2510,White,Male,29,6,14-627
114,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Violation of Any Rule,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2977,White,Male,29,4,14-627
115,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Substandard Performance,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2977,White,Male,29,4,14-627
116,62,Citizen Complaint,Investigation,CPCO (Informal),2013-05-27,13:40:00:000,Operations Division,North District,Nd Middle Shift,,Search/Seizure,,Unfounded,Incident Location,3620,Washington,Blvd,N,Indianapolis,94,Black,Female,,2977,White,Male,29,4,14-627
