INCNUM,OFF_NUM,UOF_FORCE_TYPE,UOF_REASON,CIT_ARRESTED,CITCHARGE_TYPE,DISPOSITION,CIT_WEAPON_TYPE,OFF_SEX,CIT_SEX,OFF_RACE,OFF_AGE,CIT_AGE,YMD_TM,OBJECTID,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,FULL_ADD,SERVICE_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_COND_TYPE,OFF_YR_EMPLOY,OFF_COND_TYPE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,lon,lat
48402,4044,PHYSICAL-JOINT/PRESSURE,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,35,2020-07-04T22:20:00Z,27727,2020-07-04,22:20:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"2862 W DR MARTIN LUTHER KING JR STREET, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,NO,YES,NO,NO,11721,BLACK,UNREPORTED,999999,UNREPORTED,Sat,22,3,2020,-86.1732404,39.8079054
50176,3841,PHYSICAL-TAKE DOWN,RESISTING ARREST,YES,THEFT/RECEIVING STOLEN PROPERTY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-08-29T16:40:00Z,27938,2020-08-29,16:40:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"3902 N HIGH SCHOOL ROAD, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,11872,BLACK,SWELLING,999999,MINOR SCRAPES,Sat,16,3,2020,-86.2720404,39.824882
48200,3507,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,DEALING IN A SCHEDULE OR CONTROLLED SUBSTANCE,IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,30,2020-06-24T13:30:00Z,28057,2020-06-24,13:30:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,"220 E MARKET STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,11877,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,13,2,2020,-86.15349660000001,39.7688929
51788,1812,PHYSICAL-TAKE DOWN,NON-COMPLIANT,YES,BATTERY BY BODILY WASTE,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,34,NA,28421,2020-10-28,NA,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT DAY TACT FOOT AND BICYCLE,UNREPORTED,"49 W MARYLAND STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,13046,WHITE,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Wed,NA,NA,NA,-86.1591795,39.7645907
52821,2904,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),UNREPORTED,UNREPORTED,MALE,FEMALE,WHITE,999999,34,2020-11-23T15:04:00Z,28552,2020-11-23,15:04:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"600   MASSACHUSETTS AVENUE, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,12211,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,15,4,2020,-86.148517,39.7756202
45537,3522,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,BLACK,999999,33,2020-02-20T17:00:00Z,29031,2020-02-20,17:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"1216 S KAPPES STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,10395,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,17,1,2020,-86.1946627,39.7507853
51606,3710,PHYSICAL-OTHER,RESISTING ARREST,YES,POSSESSION OF PARAPHERNALIA,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-10-22T19:20:00Z,29305,2020-10-22,19:20:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT MIDDLE SHIFT,UNREPORTED,"9140 N MICHIGAN ROAD, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,12252,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,19,4,2020,-86.22700549999999,39.9190365
52710,1957,UNREPORTED,NON-COMPLIANT,NO,UNREPORTED,UNREPORTED,UNREPORTED,MALE,FEMALE,WHITE,999999,26,2020-11-19T10:15:00Z,29605,2020-11-19,10:15:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"209 S EMERSON AVENUE, INDIANAPOLIS, IN",ASSISTING A CITIZEN,NO,NO,NO,NO,10578,WHITE,UNREPORTED,999999,UNREPORTED,Thu,10,4,2020,-86.0828056,39.766903
42503,1645,LESS LETHAL-CS FOGGER,RESISTING ARREST,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,42,2019-11-11T00:55:00Z,30085,2019-11-11,00:55:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"900 N SHERMAN DRIVE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12838,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,0,4,2019,-86.10319400000002,39.780069
43749,3338,PHYSICAL-TAKE DOWN,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,29,2019-12-31T18:42:00Z,30108,2019-12-31,18:42:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"900 N PARKER AVENUE, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,12695,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,18,4,2019,-86.1143087,39.7807293
21966,2997,PHYSICAL-KICK,NON-COMPLIANT,YES,CRIMINAL RECKLESSNESS,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,30,54,2017-07-20T19:09:00Z,30357,2017-07-20,19:09:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,"5850   BEL DAR W DRIVE, INDIANAPOLIS, IN",SWAT INCIDENT,YES,YES,NO,NO,12979,WHITE,BRUISING,7,UNREPORTED,Thu,19,3,2017,NA,NA
53171,365,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,ROBBERY,UNREPORTED,UNREPORTED,FEMALE,MALE,WHITE,999999,999999,2020-12-02T13:03:00Z,30479,2020-12-02,13:03:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,"971 E BANTA AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,11146,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,13,4,2020,-86.143028,39.670824
43183,3446,PHYSICAL-LEG SWEEP,NON-COMPLIANT,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,29,2019-12-08T16:25:00Z,30480,2019-12-08,16:25:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3800   ORCHARD AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,11160,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,16,4,2019,-86.1282829,39.8254463
53076,1660,LETHAL-RIFLE,FELONY STOP/APPREHENSION,YES,WARRANT ARREST,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-12-02T13:17:00Z,30730,2020-12-02,13:17:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"6500   SHELBY STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,11146,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,13,4,2020,-86.1394581,39.672148
52048,3256,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,28,2020-11-04T13:19:00Z,30739,2020-11-04,13:19:00,OPERATIONS DIVISION,EAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"6186   MEADOWLARK DRIVE, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,11196,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,13,4,2020,-86.06042819999999,39.8355508
47187,3291,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,POSSESSION OF PARAPHERNALIA,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,34,2020-05-07T23:40:00Z,30937,2020-05-07,23:40:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"400 W MORRIS STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,13238,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,23,2,2020,-86.16698009999999,39.7516076
48849,2167,UNREPORTED,COMBATIVE SUSPECT,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,48,2020-07-22T18:00:00Z,32243,2020-07-22,18:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,"3400   FOREST MANOR DRIVE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,13522,BLACK,COMPLAINT OF PAIN,999999,UNREPORTED,Wed,18,3,2020,-86.0979033,39.8182362
50952,1812,PHYSICAL-WEIGHT LEVERAGE,FLEEING,YES,ESCAPE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,38,2020-09-28T15:38:00Z,32352,2020-09-28,15:38:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT MIDDLE SHIFT,UNREPORTED,"535   KENTUCKY AVENUE, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,NO,YES,NO,NO,11731,WHITE,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Mon,15,3,2020,-86.1694138,39.7598038
51436,2527,LESS LETHAL-TASER,ASSAULTING OFFICER(S),YES,INTIMIDATION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,48,2020-10-16T05:00:00Z,32803,2020-10-16,05:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"6115   IRWIN COURT, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,11745,WHITE,COMPLAINT OF PAIN,999999,UNREPORTED,Fri,5,4,2020,-86.0495547,39.6794059
53165,3677,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,LEAVING THE SCENE OF A PD CRASH,UNREPORTED,UNREPORTED,MALE,MALE,BLACK,999999,34,2020-12-05T23:44:00Z,32902,2020-12-05,23:44:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3029   SUTHERLAND AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,11898,BLACK,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Sat,23,4,2020,-86.1412715,39.81153130000001
43169,3749,PHYSICAL-OTHER,COMBATIVE SUSPECT,YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,23,2019-12-06T10:00:00Z,33767,2019-12-06,10:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"2053   SHELBY STREET, INDIANAPOLIS, IN",ARREST,NO,YES,YES,YES,14123,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,COMPLAINT OF PAIN,Fri,10,4,2019,-86.1394007,39.7390746
51668,3863,UNREPORTED,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,OTHER,999999,27,2020-10-24T21:35:00Z,33872,2020-10-24,21:35:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"2209   HARBOR DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,13688,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,21,4,2020,-85.99533799999999,39.80011500000001
45188,3701,PHYSICAL-OTHER,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,FEMALE,MALE,WHITE,999999,16,2020-02-09T00:10:00Z,34032,2020-02-09,00:10:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"5313 W PENWAY STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,13833,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,0,1,2020,-86.2515118,39.821512
51564,3624,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,23,2020-10-22T00:51:00Z,34161,2020-10-22,00:51:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"10144   GABLE COURT, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,12809,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,0,4,2020,-85.986659,39.7998653
52859,3774,LESS LETHAL-BEAN BAG,NON-COMPLIANT,YES,IMMEDIATE DETENTION,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-11-24T23:21:00Z,34183,2020-11-24,23:21:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"6010   COLONIAL AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12674,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,23,4,2020,-86.2100723,39.8622355
47840,3785,PHYSICAL-OTHER,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,20,2020-06-07T01:30:00Z,34221,2020-06-07,01:30:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"706 W EDGEMONT AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,12756,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,1,2,2020,-86.1709824,39.8021365
46163,3932,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,33,2020-03-18T00:50:00Z,34228,2020-03-18,00:50:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"200 E TROY AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12808,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,0,1,2020,-86.1541243,39.7227573
49967,3625,PHYSICAL-KNEE STRIKE,RESISTING ARREST,YES,PUBLIC INTOXICATION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,24,2020-08-23T23:57:00Z,34259,2020-08-23,23:57:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"2000   SHELBY STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,14123,BI-RACIAL,UNREPORTED,999999,UNREPORTED,Sun,23,3,2020,-86.1399361,39.7402244
46551,2958,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,FEMALE,MALE,WHITE,999999,30,2020-04-07T00:46:00Z,34487,2020-04-07,00:46:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,"922 N DELAWARE STREET, INDIANAPOLIS, IN",ARREST,YES,NO,YES,NO,13781,BLACK,MINOR SCRAPES,999999,BROKEN BONE,Tue,0,2,2020,-86.15421070000001,39.7798168
44095,3364,PHYSICAL-TAKE DOWN,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,29,2020-01-13T03:00:00Z,34491,2020-01-13,03:00:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"4205   FALCON COURT, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,14216,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,3,1,2020,-86.23270169999999,39.8178126
47040,3824,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,FEMALE,MALE,WHITE,999999,44,2020-04-30T16:30:00Z,34675,2020-04-30,16:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"8600   DITCH ROAD, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,NO,YES,NO,NO,14423,BLACK,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Thu,16,2,2020,-86.1839531,39.91226959999999
45766,3626,LESS LETHAL-TASER,FLEEING,YES,ROBBERY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-02-29T15:40:00Z,35660,2020-02-29,15:40:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"3501 N LAFAYETTE ROAD, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,14724,BLACK,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Sat,15,1,2020,-86.2292284,39.8188844
49700,3683,LESS LETHAL-TASER,FLEEING,NO,THEFT/RECEIVING STOLEN PROPERTY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,45,2020-08-18T19:00:00Z,35792,2020-08-18,19:00:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"5249 N PIKE PLAZA ROAD, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,14508,BLACK,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Tue,19,3,2020,-86.2515665,39.8309824
50811,3406,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,29,NA,36316,NA,NA,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3763   BROADWAY STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,14825,BLACK,UNREPORTED,999999,UNREPORTED,NA,NA,NA,NA,-86.14602599999999,39.824637
51073,4039,PHYSICAL-TAKE DOWN,FLEEING,YES,DRIVING WHILE SUSPENDED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-10-02T01:45:00Z,36362,2020-10-02,01:45:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"1500 E KELLY STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12532,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,1,4,2020,-86.1345393,39.73596939999999
48694,3372,PHYSICAL-FIST STRIKE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,28,2020-07-17T12:40:00Z,36442,2020-07-17,12:40:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIME GUN INTELLIGENCE CENTER,CGIC SQUAD 2,"6845   MASSACHUSETTS AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,12651,BLACK,NO INJURIES NOTED OR VISIBLE,999999,MINOR SCRAPES,Fri,12,3,2020,-86.0501721,39.82438459999999
51677,3779,LETHAL-HANDGUN,RESISTING ARREST,YES,BURGLARY,IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,35,2020-10-25T03:45:00Z,36555,2020-10-25,03:45:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"1110   INGOMAR STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12733,WHITE,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Sun,3,4,2020,-86.2563918,39.75188199999999
46343,3512,PHYSICAL-OTHER,NON-COMPLIANT,YES,OPERATING A VEHICLE WHILE INTOXICATED (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,31,2020-03-27T03:00:00Z,36972,2020-03-27,03:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3800 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,12447,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,3,1,2020,-86.1021402,39.7691943
48652,3507,PHYSICAL-OTHER,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,49,2020-07-15T12:00:00Z,37022,2020-07-15,12:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,"2300 N KEYSTONE AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,YES,NO,NO,NO,14967,BLACK,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Wed,12,3,2020,-86.12123319999999,39.8015236
47341,3100,PHYSICAL-WEIGHT LEVERAGE,COMBATIVE SUSPECT,NO,INTIMIDATION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,29,2020-05-14T21:20:00Z,37316,2020-05-14,21:20:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"130 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,14944,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,21,2,2020,-86.1553186,39.7672466
46176,3774,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,25,2020-03-18T04:30:00Z,37475,2020-03-18,04:30:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"3801 N HIGH SCHOOL ROAD, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,13461,BLACK,NO INJURIES NOTED OR VISIBLE,999999,MINOR BLEEDING,Wed,4,1,2020,-86.26974,39.8239249
49796,3507,PHYSICAL-TAKE DOWN,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,37,2020-08-20T14:00:00Z,37553,2020-08-20,14:00:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,"300 E MIAMI STREET, INDIANAPOLIS, IN",WARRANT SERVICE,NO,NO,NO,NO,13142,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,14,3,2020,-86.15112889999999,39.7704367
50840,3442,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,THEFT/RECEIVING STOLEN PROPERTY,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,41,2020-09-23T10:30:00Z,37856,2020-09-23,10:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"8000 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,12801,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,10,3,2020,-86.02626509999999,39.7731101
46550,2958,PHYSICAL-PALM STRIKE,RESISTING ARREST,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,FEMALE,MALE,WHITE,999999,43,2020-04-06T22:06:00Z,38093,2020-04-06,22:06:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"441 E OHIO STREET, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,12851,BLACK,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Mon,22,2,2020,-86.1492016,39.76948520000001
42711,2469,PHYSICAL-OTHER,NON-COMPLIANT,YES,POINTING A FIREARM (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,53,2019-11-20T03:30:00Z,38162,2019-11-20,03:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"8440   MEADOWLARK DRIVE, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,12799,BLACK,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Wed,3,4,2019,-86.01933199999999,39.837359
45991,3868,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,THEFT/RECEIVING STOLEN PROPERTY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,43,2020-03-08T17:12:00Z,38316,2020-03-08,17:12:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT MIDDLE SHIFT,UNREPORTED,"320 E MARKET STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,12851,BLACK,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Sun,17,1,2020,-86.1522688,39.7685279
47513,3625,PHYSICAL-KNEE STRIKE,RESISTING ARREST,YES,STOLEN VEHICLE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,47,2020-05-25T01:01:00Z,38800,2020-05-25,01:01:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"742 E MARTIN STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,13233,BLACK,UNREPORTED,999999,UNREPORTED,Mon,1,2,2020,-86.14510659999999,39.719339
